Serial,Series,Season,Episode,Question,Answer,Comic Reference Needed?,Other External Knowledge,Other Series,Speculative
LKS2E1_Q3,Loki,2,1,"In S2E1, what physical injury must Loki inflict upon himself to cure his time-slipping condition?","Loki must ""prune"" himself using a TVA Time Stick at the exact moment Mobius attaches the Temporal Aura Extractor to the Temporal Loom.",,,,
LKS2E1_Q4,Loki,2,1,"In S2E1, how does the bootstrap paradox apply to the creation of the Temporal Aura Extractor?","Loki time-slips into the past and tells O.B. they need a Temporal Aura Extractor. O.B. immediately builds one in the past, allowing it to instantly exist in the present for Mobius to use, meaning O.B. only built it because Loki told him he needed it in the future.",,Y,,
LKS2E1_Q5,Loki,2,1,"In S2E1, when Loki time-slips into the future TVA, who inexplicably saves him by pruning him from behind right before he is ripped apart by time?","Sylvie appears out of the elevator doors and prunes Loki from behind, saving his life.",,,,
LKS2E1_Q6,Loki,2,1,"In S2E1, what auditory recording does Loki discover in the past TVA that re-contextualizes the relationship between He Who Remains and Ravonna Renslayer?","Loki plays an old audio recording of He Who Remains praising Renslayer, telling her they won the multiversal war together and that they will lead ""for all time, always"" as partners.",,,,
LKS2E1_Q7,Loki,2,1,"In the S2E1 post-credits scene, where has Sylvie traveled to on the branched timeline?","She has traveled to Broxton, Oklahoma in the year 1982 to visit a McDonald's.",,,,
LKS2E1_Q8,Loki,2,1,"What is the comic book significance of Broxton, Oklahoma as seen in the S2E1 post-credits scene?","In the Marvel Comics, after the events of Ragnarok, Thor reconstructs the city of Asgard and places it hovering just outside the rural town of Broxton, Oklahoma.",Y,,,
LKS2E2_Q1,Loki,2,2,"In S2E2, what is Hunter X-5's alternate identity on the Sacred Timeline, and what movie is he starring in?","X-5 has abandoned the TVA to live out his life on the Sacred Timeline in 1977 London as ""Brad Wolfe,"" a famous actor starring in a slasher horror movie called ""Zaniac!"".",,,,
LKS2E2_Q2,Loki,2,2,"What is the comic book origin of the villain ""Zaniac"" referenced by Brad Wolfe's movie in S2E2?","In the comics, Zaniac is a swarm of demonic, blood-lusting creatures from the Dark Dimension that possess a human host (specifically an actor named Brad Wolfe). Thor teamed up with a TVA agent to stop him in the 1980s comics.",Y,,,
LKS2E2_Q3,Loki,2,2,"In S2E2, what Bollywood movie poster featuring a familiar MCU character is seen outside the Zaniac premiere?","There is a poster for ""Sara Khutra"" (Son of Saras), starring Kingo (Kumail Nanjiani's character from Eternals) living out his own timeline existence as a Bollywood movie star.",,,Eternals,
LKS2E2_Q4,Loki,2,2,"In S2E2, how does Loki creatively use his magic to capture the fleeing Brad Wolfe in the London alleyway?","Loki uses his shadow-casting abilities to make the physical shadows of his horns leap off the brick wall, physically grab Brad Wolfe, and violently drag him back into the alley.",,,,
LKS2E2_Q5,Loki,2,2,"In S2E2, what horrifying interrogation device do Loki and Mobius use to force Brad Wolfe to talk?","They lock him inside a shrinking ""Time Cube"" that gradually reduces its physical volume, threatening to crush him into viscera if he doesn't confess.",,,,
LKS2E2_Q6,Loki,2,2,"In S2E2, what atrocity does General Dox commit against the multiverse using the stolen Reset Charges?","General Dox goes rogue and orchestrates a mass, synchronized pruning of the multiverse, completely obliterating/erasing billions of people and hundreds of branch timelines to try and preserve the Sacred Timeline.",,,,
LKS2E2_Q7,Loki,2,2,"In S2E2, what numerical designation format do the TVA monitors use for the pruned branch timelines, sparking a continuity debate?","The TVA screens label the timelines with ""616"" prefixes (e.g., 616.11). This leans into Marvel Studios calling the MCU ""Earth-616"" instead of the original comic designation ""Earth-199999"".",Y,,Spider-Man: Across the Spider-Verse,
LKS2E2_Q8,Loki,2,2,"In S2E2, where do Loki and Mobius finally track down Sylvie, and what is she doing?","They find Sylvie working as a cashier at a 1982 McDonald's in Broxton, Oklahoma.",,,,
LKS2E3_Q1,Loki,2,3,"In S2E3, in what year and city do Ravonna Renslayer and Miss Minutes drop off the TVA manual through a window?","They travel to Chicago, Illinois in 1868 (three years after the Civil War ended and three years before the Great Chicago Fire) to drop the book into the window of a young Victor Timely.",,Y,,
LKS2E3_Q2,Loki,2,3,"In S2E3, how does Victor Timely's backstory connect to the MCU timeline concepts of the Grandfather/Bootstrap Paradox?","Victor Timely builds temporal technology because he read O.B.'s TVA guidebook. However, in the TVA, O.B. states he learned everything he knows from Victor Timely's 19th-century theories. They both inspired each other in a closed time loop.",,Y,,
LKS2E3_Q3,Loki,2,3,"In S2E3, when Loki and Mobius travel to the 1893 Chicago World's Fair, what is the event's famous historical alternate name?",The 1893 Chicago World's Fair was known as the World's Columbian Exposition.,,Y,,
LKS2E3_Q4,Loki,2,3,"In S2E3, what famous MCU deity is featured in a diorama display next to Odin and Thor at the World's Fair, much to Loki's annoyance?","Balder the Brave is featured in the diorama (a famous Asgardian from Norse mythology and the comics, heavily rumored to have been cut from Multiverse of Madness).",Y,,Doctor Strange in the Multiverse of Madness,
LKS2E3_Q5,Loki,2,3,"In S2E3, what famous real-world American serial killer is referenced by a newspaper advertisement at the World's Fair?","An advertisement for the ""World's Fair Hotel"" lists ""H.H. Holmes"" as the proprietor, referencing the notorious serial killer who operated a ""Murder Castle"" during the 1893 fair.",,Y,,
LKS2E3_Q6,Loki,2,3,"In S2E3, what machine does Victor Timely unveil at the World's Fair, and what is its true function in the TVA?","He unveils a prototype of the Temporal Loom. He pitches it to investors as a device to generate clean electricity, but in the TVA, it refines raw time into a physical, causal timeline.",,,,
LKS2E3_Q7,Loki,2,3,"In S2E3, what horrifying truth does Miss Minutes reveal about her feelings toward He Who Remains / Victor Timely?","Miss Minutes reveals that she is a fully sentient AI who deeply loves He Who Remains, becoming furiously jealous and demanding a physical human body so she can truly lead and be with him.",,,,
LKS2E3_Q8,Loki,2,3,"In S2E3, what major secret regarding Ravonna Renslayer does Miss Minutes drop at the end of the episode?","As Miss Minutes is being shut down, she hints at a dark secret, revealing to Ravonna Renslayer that He Who Remains erased a very important memory of hers (foreshadowing that Ravonna and He Who Remains used to rule the TVA together).",,,,
LKS2E4_Q1,Loki,2,4,"In S2E4, when Miss Minutes shows Ravonna Renslayer the deleted audio logs of He Who Remains, what exact phrase does he use to praise Renslayer?","He says, ""For us. For all time. Always... Professor Renslayer, you are quite a marvel."" This reveals that Ravonna actually co-commanded the army that won the Multiversal War.",,,,
LKS2E4_Q2,Loki,2,4,"In S2E4, what infamous ""Protocol"" does He Who Remains trigger after the war, causing the ultimate betrayal of Renslayer?","He triggers ""Protocol 42,"" ordering Miss Minutes to wipe the memories of Ravonna Renslayer and all the other TVA agents.",,,,
LKS2E4_Q3,Loki,2,4,"In S2E4, what brutal method of execution does General Dox choose rather than betray her principles and align with Renslayer?","General Dox and her loyalists refuse to join Renslayer, choosing to be crushed to death inside the shrinking Time Cube.",,,,
LKS2E4_Q4,Loki,2,4,"In S2E4, how is the mystery solved regarding who pruned Loki from behind during his time-slipping in Episode 1?","It is revealed that the present-day Loki was the one who pruned his own past time-slipping self, closing the time loop to ensure he survived.",,,,
LKS2E4_Q5,Loki,2,4,"In S2E4, when Miss Minutes undergoes her malicious system reboot, what creepy visual glitch occurs on her face?","Her face glitches with binary code (1s and 0s), her eyes turn into dead ""X""s, and she tells Victor Timely, ""You'll never be him,"" before vanishing into a horrifying, faceless clock design.",,,,
LKS2E4_Q6,Loki,2,4,"In S2E4, what happens when Victor Timely bravely volunteers to walk the gangway to fix the Temporal Loom?","As soon as he steps out, the extreme temporal radiation instantly spaghettifies him, painfully ripping the flesh off his skeleton before completely erasing him from existence.",,,,
LKS2E4_Q7,Loki,2,4,What specific theoretical physics concept is visually depicted by Victor Timely's death in S2E4?,"Spaghettification, the theoretical stretching of matter that occurs when an object crosses the event horizon of a black hole.",,Y,,
LKS2E4_Q8,Loki,2,4,How does S2E4 end immediately after Victor Timely's death?,"Loki, Mobius, and the crew watch in horror as the Temporal Loom explodes, sending a blinding shockwave of raw time radiation crashing through the observation deck, leaving their fates unknown as the screen cuts to black.",,,,
LKS2E5_Q1,Loki,2,5,"In S2E5, what happens to the TVA personnel immediately after the Temporal Loom explodes?","The TVA enters a ""fail-safe mode"" that automatically resets and reverts all employees back to their original lives on their respective branch timelines, leaving Loki entirely alone in the TVA.",,,,
LKS2E5_Q2,Loki,2,5,"In S2E5, what famous real-world prison break is Casey revealed to be a part of on his branched timeline?","Casey is revealed to be Frank Morris, the infamous real-world Alcatraz inmate who escaped the prison in 1962 using a papier-mâché dummy head.",,Y,,
LKS2E5_Q3,Loki,2,5,"In S2E5, what is B-15's true identity on her branched timeline, and what deep comic cut does it reference?","She is Dr. Verity Willis, a pediatrician in 2012 New York. In the ""Agent of Asgard"" comics, Verity Willis is a human capable of seeing through any lie, making her one of the few people who can stand up to Loki.",Y,,,
LKS2E5_Q4,Loki,2,5,"In S2E5, Mobius is finally shown in his past life on the timeline. Who is he, and what is his job?","He is Don, a single father of two rambunctious boys living in 2022 Cleveland, Ohio, working as a salesman at Piranha Powersports selling personal watercrafts (Sea-Doos/Jet Skis).",,,,
LKS2E5_Q5,Loki,2,5,"In S2E5, O.B.'s branched timeline identity is revealed as A.D. Doug. What kind of books does he write, and what famous sci-fi author is his name a nod to?",A.D. Doug is an unsuccessful science fiction writer (and Caltech professor). His name is a clear nod to Douglas Adams (author of The Hitchhiker's Guide to the Galaxy).,,Y,,
LKS2E5_Q6,Loki,2,5,"In S2E5, what specific literary theory does A.D. Doug use to help Loki understand his time-slipping?","A.D. Doug explains that while science focuses on ""what"" and ""how,"" fiction focuses on ""why."" He teaches Loki to focus on the narrative purpose (""the who"") to control his time-slipping.",,,,
LKS2E5_Q7,Loki,2,5,"In S2E5, when Sylvie's timeline begins to collapse, her surroundings turn into spaghetti. What popular 1970s song plays during this scene?","The Velvet Underground's ""Oh! Sweet Nuthin'"" plays as everything in the record store spaghettifies into nothingness.",,Y,,
LKS2E5_Q8,Loki,2,5,"How does S2E5 end, and what massive realization does Loki come to?","After all his friends spaghettify in front of him, Loki realizes his true ""why""—he doesn't want to be alone. This emotional breakthrough allows him to fully master and control his time-slipping, allowing him to jump back to the TVA right before Victor Timely's death.",,,,
LKS2E6_Q1,Loki,2,6,"In S2E6, what comic entity does Loki's final transformation reference?","He becomes the God of Stories, physically holding all the timelines together in a massive structure that resembles Yggdrasil, the Norse World Tree.",Y,Y,,
LKS2E6_Q2,Loki,2,6,"In S2E6, what line does Loki say to He Who Remains that catches him completely off guard?","Loki says, ""We die with the dying. We're born with the dead,"" quoting T.S. Eliot's poem Little Gidding from Four Quartets to signal he has lived through these loops for centuries.",,Y,,
LKS2E6_Q3,Loki,2,6,"In S2E6, how does Loki's final choice mirror the Season 1 finale?","Instead of He Who Remains isolating the Sacred Timeline at the End of Time, Loki takes his place on the throne to physically hold the entire multiverse together.",,,,
LKS2E6_Q4,Loki,2,6,"In S2E6, what famous piece of classical music plays as Loki forces Victor Timely to re-do the Temporal Loom mission over and over?","A disco arrangement of Beethoven's Fifth Symphony (Walter Murphy's ""A Fifth of Beethoven"") plays. Beethoven's Fifth is historically known as the ""fate symphony"" (Fate knocking at the door).",,Y,,
LKS2E6_Q5,Loki,2,6,"In S2E6, what major MCU movie event is referenced in the new TVA reports?","A report mentions a Kang variant causing a ""ruckus on a 616-adjacent realm,"" directly referencing the events of Ant-Man and the Wasp: Quantumania in the Quantum Realm.",,,Ant-Man and the Wasp: Quantumania,
LKS2E6_Q6,Loki,2,6,"In S2E6, what happens to Ravonna Renslayer at the end of the episode?","She wakes up in the Void at the End of Time, sees a rusted TVA logo on the ground, and stares down Alioth as a purple light washes over her.",,,,
MKS1E1_Q1,Moon Knight,1,1,"In Ep 1, how does Arthur Harrow's ritual of walking on glass relate to his belief in Ammit's judgment?","Harrow shatters glass and puts it in his sandals. Since glass is superheated sand, with every step he pulverizes it back into grains of sand, connecting to Ammit weighing hearts against a feather.",,Y,,
MKS1E1_Q2,Moon Knight,1,1,"Who is Arthur Harrow's patron deity, and what is her role in Egyptian mythology?","Ammit (or Amit), the Devourer of the Dead, a funeral figure associated with judgment seen with the head of a crocodile, front legs of a lion, and hindquarters of a hippo.",,Y,,
MKS1E1_Q3,Moon Knight,1,1,"What detail in Steven Grant's bedroom signifies his mental connection to Egypt and the ""sands""?","He surrounds his bed with a ring of sand as a sleepwalking security measure, but the camera lingering on his barefoot footprint in the sand symbolically connects him to the sands of Egypt.",,,,
MKS1E1_Q4,Moon Knight,1,1,"In Ep 1, how is the Egyptian Ennead poster at the museum factually inaccurate according to Steven?","Steven points out a blunder: the Ennead has nine members, but the poster only shows seven gods. It also incorrectly includes Hathor, the sky goddess.",,Y,,
MKS1E1_Q5,Moon Knight,1,1,"Who is the gold-painted street performer Steven talks to, and what is his comic book equivalent?","The performer is Crawley (Bertrand Crawley), who in the comics is a homeless man in New York who acts as an informant for Moon Knight.",Y,,,
MKS1E1_Q6,Moon Knight,1,1,"When Steven wakes up in an Alpine Village, who speaks to him in his mind and what does he call Steven?","Khonshu (voiced by F. Murray Abraham) speaks to him, calling him ""the worm"" as if Steven is an invasive critter inside the mind.",,,,
MKS1E1_Q7,Moon Knight,1,1,What subtle symbol is prominently visible on Steven/Marc's reflection when the mirror cracks in his apartment?,"A Star of David necklace is visible, nodding to Marc Spector's Jewish heritage.",,,,
MKS1E1_Q8,Moon Knight,1,1,How does Steven Grant's Mr. Knight suit differ from his traditional comic appearance?,He wears a three-piece suit with a form-fitting mask that has stitching down the center of the face (reflecting his fractured identity) and white wrappings on his shoes.,Y,,,
MKS1E2_Q1,Moon Knight,1,2,"In Ep 2, what book is seen among the stack in Steven's room, hinting at the soul's detachment from the physical body?","""Adventures of the Soul: Journeys Through the Physical and Spiritual Dimensions"" by James Van Praagh, hinting at out-of-body experiences.",,Y,,
MKS1E2_Q2,Moon Knight,1,2,What Marvel comic issue is linked to the QR code on the wall of JB's security room and the storage facility locker?,"Werewolf by Night #32 (and later #33), which marks the very first comic appearance of the Moon Knight character.",Y,,,
MKS1E2_Q3,Moon Knight,1,2,"In Ep 2, what subtle visual detail in the security footage hints that the Jackal Steven fought was actually there, despite being invisible to others?","As Steven runs past a column, there is digital noise/static on the security screen right when the invisible Jackal hits that surface.",,,,
MKS1E2_Q4,Moon Knight,1,2,What famous Sherlock Holmes novel does Steven reference when trying to explain the dog chasing him?,"He references ""The Hound of the Baskervilles"" by Sir Arthur Conan Doyle, fitting since that mystery involved a phantom dog tied to an inheritance scheme.",,Y,,
MKS1E2_Q5,Moon Knight,1,2,What detail on Marc's American passport reveals he survived Thanos' snap?,"The passport's issue date is December 14, 2018, which is during the five-year ""Blip"" period (which started in May 2018), confirming Marc was not dusted.",,,Avengers: Infinity War,
MKS1E2_Q6,Moon Knight,1,2,"When Khonshu flickers in the hallway lights, what visual callback is made to a horror film?","It acts as an inverse to David F. Sandberg's horror short/film ""Lights Out,"" showing the monster appearing in the light rather than the dark.",,Y,,
MKS1E2_Q7,Moon Knight,1,2,"Who is the French poet quoted by Marc and Layla, and what is the poem's thematic relevance?","They quote Marceline Desbordes-Valmore's ""Les Séparés"" (The Separated), reflecting Marc ""ghosting"" Layla and trying to keep her away.",,Y,,
MKS1E2_Q8,Moon Knight,1,2,"What specific police file number is assigned to Marc Spector by the detectives, and what does it reference?","The file number begins with 1975, which is the year Moon Knight first appeared in Marvel Comics.",Y,,,
MKS1E3_Q1,Moon Knight,1,3,"In Ep 3, what detail on Layla's fake Egyptian passport suggests she was not a victim of Thanos' snap?","The issue date on the forged passport is May 29, 2019, which falls during the Blip, implying Layla survived the snap.",,,Avengers: Infinity War,
MKS1E3_Q2,Moon Knight,1,3,"Who is the actress playing the family forger friend of Layla, and what other comic book show did she appear in?","Barbara Rosenblat plays the forger; she previously appeared in the DC series ""Gotham"" as Lydia Bishing.",,Y,,
MKS1E3_Q3,Moon Knight,1,3,"What specific color is recurring among Arthur Harrow's followers and enemies of Marc/Steven, hinting at a potential magical influence?","The color red (seen on Harrow, the boy's scarf, the cops, and midnight man) hints at the influence of Chaos Magic and the Scarlet Witch.",,,WandaVision,Y
MKS1E3_Q4,Moon Knight,1,3,"During the meeting inside the Great Pyramid of Giza, how many of the nine Ennead avatars actually show up for Khonshu's trial?","Only five of the nine show up (Isis, Tefnut, Osiris, Hathor, and Horus).",,,,
MKS1E3_Q5,Moon Knight,1,3,"Who is the Avatar of Hathor, and what romantic past is hinted at between Hathor and Khonshu?","Yatzil is the Avatar of Hathor (goddess of music, love, and the sky). Hathor and Khonshu have a romantic past in Egyptian mythology, tying the sky and moon together.",,Y,,
MKS1E3_Q6,Moon Knight,1,3,"Where do the Egyptian gods reside after abandoning mankind, according to Khonshu?","They live in the ""Overvoid"" (also known in comics as the Celestial Heliopolis), a pocket dimension outside the main Marvel Universe.",Y,,,
MKS1E3_Q7,Moon Knight,1,3,"Who is Anton Mogart, and what is his alter ego in the Moon Knight comics?","Anton Mogart is known as Midnight Man, a villain who steals valuable things simply for the sake of having them, striking at the dead of night.",Y,,,
MKS1E3_Q8,Moon Knight,1,3,"How does Khonshu revert the night sky back 2,000 years, and what cosmic power does he use to do so?","He uses his connection to the moon to manipulate gravity, turning the stars in the sky back in time, which results in his imprisonment in stone by the other gods.",,,,
MKS1E4_Q1,Moon Knight,1,4,"In Ep 4, what detail about the ushabti figurines in the opening scene hints at the final scene involving Taweret?","A Taweret ushabti figurine is seen among the banished gods in the cubby holes (and later in the credits), indicating that she was also banished and trapped in stone.",,,,
MKS1E4_Q2,Moon Knight,1,4,"What shape does the maze within the tomb form, according to Steven?","It forms the Eye of Horus, which has six parts representing the six senses (thought, sight, hearing, smell, taste, and the sixth sense), and traditionally symbolizes healing and protection.",,Y,,
MKS1E4_Q3,Moon Knight,1,4,Who does Steven deduce is buried in the long-lost tomb based on the Macedonian language?,Alexander the Great. It implies Alexander was the final Avatar of Ammit who betrayed her.,,Y,,
MKS1E4_Q4,Moon Knight,1,4,"What famous Shakespeare quote does Arthur Harrow say when he shoots Marc, and what is its significance?","Harrow says, ""The rest is silence."" These are the final words spoken by Hamlet before his death, drawing a parallel to Marc's long, drawn-out death.",,Y,,
MKS1E4_Q5,Moon Knight,1,4,"When Marc wakes up in the psychiatric hospital, what do the orderly characters Bobby and Billy reference from the comics?",Billy and Bobby are the names of the orderlies who work in Marc's mental hospital in the Jeff Lemire Moon Knight comics run.,Y,,,
MKS1E4_Q6,Moon Knight,1,4,"In the psychiatric hospital, what subtle clue hints at Layla's future comic book alter ego?","Layla wears a bandage on her pinky finger with a red drawing of a scarab on it, hinting at her transformation into the Scarlet Scarab (Abdul Faoul in the comics).",Y,,,
MKS1E4_Q7,Moon Knight,1,4,What weird discrepancy occurs with the numbers Crawley calls out during the Bingo game?,"Crawley calls out numbers and letters that don't exist in Bingo (like G-65 or T-16), reinforcing that the hospital is a fractured, unreal mental construction.",,Y,,
MKS1E4_Q8,Moon Knight,1,4,"Who is the hippopotamus figure Marc and Steven meet at the end of Ep 4, and what is her role in Egyptian mythology?","It is Taweret (voiced by Antonia Salib), the Egyptian goddess of childbirth and fertility.",,Y,,
MKS1E5_Q1,Moon Knight,1,5,"In Ep 5, what real-world medical facility from the Jeff Lemire comics is referenced by Dr. Harrow?","Putnam Psychiatric Hospital (or Putnam Medical Facility) in Chicago, Illinois.",Y,,,
MKS1E5_Q2,Moon Knight,1,5,"In Ep 5, Taweret explains that the psychiatric hospital is actually a manifestation of what MCU realm?","It is a subjective manifestation of the Duat (the Egyptian Underworld), similar to how the Ancestral Plane appears differently to each person in Black Panther.",,,Black Panther,
MKS1E5_Q3,Moon Knight,1,5,What comic book easter egg is hidden in the QR code on the door of the third memory room?,"Scanning the QR code takes you to a digital copy of Moon Knight #1 (1980), which tells his origin story with Bushman.",Y,,,
MKS1E5_Q4,Moon Knight,1,5,What traumatic childhood event is revealed to be the origin of Marc Spector's Dissociative Identity Disorder (DID)?,"Marc created the Steven Grant alter to escape the abuse from his mother, Wendy, following the accidental drowning of his younger brother, Randall.",,,,
MKS1E5_Q5,Moon Knight,1,5,"What pop culture reference inspired the name ""Steven Grant"" and his British persona?","Marc adopted the name and persona from ""Dr. Steven Grant,"" the heroic protagonist of a cheesy Indiana Jones-style VHS movie called Tomb Buster.",,,,
MKS1E5_Q6,Moon Knight,1,5,How does Marc initially become the Avatar of Khonshu?,"After surviving the massacre at the dig site by his former mercenary partner Bushman, a dying Marc crawls into Khonshu's temple and accepts servitude in exchange for his life being saved.",,,,
MKS1E5_Q7,Moon Knight,1,5,What heartbreaking sacrifice does Steven make in the Duat?,"Steven tackles a sand zombie to save Marc, falling overboard into the sands of the Duat and turning into a frozen sand statue.",,,,
MKS1E5_Q8,Moon Knight,1,5,What Spanish hymn plays when Marc finally balances his scales and arrives in the Field of Reeds?,"""Mas Allá del Sol"" (Beyond the Sun), a Spanish hymn commonly sung at funerals in Mexico and Latin America, which nods to Oscar Isaac's Guatemalan/Cuban heritage.",,Y,,
MKS1E6_Q1,Moon Knight,1,6,"In Ep 6, how does Layla's superhero transformation adapt Marvel Comics lore?","Layla accepts Taweret's offer to become her Avatar and transforms into the Scarlet Scarab. In the comics, the Scarlet Scarab was an Egyptian villain named Abdul Faoul.",Y,,,
MKS1E6_Q2,Moon Knight,1,6,Who is the actress voicing the crocodile goddess Ammit?,Ammit is voiced by actress Saba Mubarak.,,Y,,
MKS1E6_Q3,Moon Knight,1,6,What major Kang the Conqueror Easter egg is hidden via a QR code in the post-credits scene of Ep 6?,The QR code on the poster in the psychiatric hospital leads to a 2019 Moon Knight comic issue in which Moon Knight faces Kang the Conqueror (specifically Rama-Tut).,Y,,,
MKS1E6_Q4,Moon Knight,1,6,"What is the name of the psychiatric hospital in the post-credits scene, and what is it a nod to?","It's called ""Sienkiewicz Psychiatric Hospital,"" a nod to Bill Sienkiewicz, the iconic comic artist who defined much of Moon Knight's classic look.",Y,,,
MKS1E6_Q5,Moon Knight,1,6,"In the post-credits scene, what alter-ego is finally revealed to be driving the white limousine?","Jake Lockley, the ruthless third alter who speaks Spanish and willingly carries out Khonshu's executions.",,,,
MKS1E6_Q6,Moon Knight,1,6,How does Khonshu's appearance change in the post-credits scene?,"Khonshu is seen wearing a crisp, fancy white suit, matching his ""Mr. Knight""-style appearance from the Jeff Lemire comic run.",Y,,,
MKS1E6_Q7,Moon Knight,1,6,"What song plays over the final scene with Jake Lockley, emphasizing eternal devotion?","Frank Sinatra's ""My Way of Life"" plays, reflecting Jake's ruthless, unquestioning devotion to Khonshu.",,Y,,
MKS1E6_Q8,Moon Knight,1,6,How does the ending of Ep 6 mirror the very beginning of the series?,"Marc and Steven wake up strapped to their bed in their London flat, listening to Engelbert Humperdinck's ""A Man Without Love,"" bringing their journey full circle (though now sharing the body peacefully).",,,,
SIS1E1_Q1,Secret Invasion,1,1,"In SI Ep 1, what timeline clue places the events of Secret Invasion late in the MCU continuity?","Marvel Studios executive Jonathan Schwartz confirmed the show takes place after She-Hulk, placing it in late 2025 or early 2026.",,Y,She-Hulk,
SIS1E1_Q2,Secret Invasion,1,1,"In SI Ep 1, what specific classic American westerns did director Ali Selim cite as inspiration for Nick Fury's character arc?","The Searchers and Unforgiven, comparing Fury to a lone, classic American Western gunslinger.",,Y,,
SIS1E1_Q3,Secret Invasion,1,1,"In SI Ep 1, what detail on Agent Prescott's research board reveals the Skrulls are harvesting DNA to create Super Skrulls?","A sticky note mentions ""theft of confidential items,"" likely referring to the Skrulls stealing DNA and tissue from enhanced individuals (like Cull Obsidian) to mimic their powers.",Y,,,
SIS1E1_Q4,Secret Invasion,1,1,"In SI Ep 1, what is S.A.B.E.R., and what comic book organization is it based on?","S.A.B.E.R. is the space station Nick Fury has been operating on since Spider-Man: Far From Home. It is based on the S.W.O.R.D. space station ""The Peak"" from the comics.",Y,,Spider-Man: Far From Home,
SIS1E1_Q5,Secret Invasion,1,1,"In SI Ep 1, how do the AI-generated opening credits foreshadow Gravik's rise to power?","The credits show a chessboard where a Bishop piece shifts into a Queen and then into a King, symbolizing how Gravik jumps ranks to become the supreme Skrull leader.",,,,
SIS1E1_Q6,Secret Invasion,1,1,"In SI Ep 1, how does the show visually indicate Skrull identity using a specific lighting palette during the Moscow chase scene?","The scene uses splashy purple lighting mixed with green tones, reflecting the green and purple color palette of Skrull skin and Skrull blood.",,,,
SIS1E1_Q7,Secret Invasion,1,1,"In SI Ep 1, what specific weakness of Nick Fury is highlighted by the removal of his signature eyepatch?","According to Samuel L. Jackson, removing the patch strips away the ""strong, perfectly indestructible"" persona, exposing Fury's physical age, vulnerability, and the lasting trauma of the Blip.",,Y,,
SIS1E1_Q8,Secret Invasion,1,1,"In SI Ep 1, why does Maria Hill say ""It was you"" to Nick Fury right before she dies?","Gravik shape-shifted into Nick Fury to shoot her, meaning her tragic final thought is the false belief that her lifelong mentor and friend betrayed and murdered her.",,,,
SIS1E2_Q1,Secret Invasion,1,2,"In SI Ep 2, what real-world 1981 historical event mirrors the racial tensions of the 1997 Brixton flashback?","The Brixton riots in London, where young afro-Caribbean immigrants clashed with police over racist stop-and-search policies, mirroring the Skrulls' refugee struggles.",,Y,,
SIS1E2_Q2,Secret Invasion,1,2,"In SI Ep 2, what is the comic book origin of Vara, the Skrull who introduces young Gravik to Nick Fury?","In the New Avengers comics, Vara is a Skrull-Kree hybrid and a Knight of the Infinite who interacts with the Young Avengers.",Y,,,
SIS1E2_Q3,Secret Invasion,1,2,"In SI Ep 2, what childhood game does Nick Fury reference to explain how he detects lies, and who did he play it with?","He references a game called ""Tell Me Something I Don't Know,"" which he played with his mother during segregated train rides in Alabama.",,,,
SIS1E2_Q4,Secret Invasion,1,2,"In SI Ep 2, what four specific DNA samples are shown on the Skrull computer screens, revealing the recipe for Super Skrulls?","Groot, a Frost Beast (from Jotunheim), Cull Obsidian, and Extremis (from Iron Man 3).",,,Iron Man 3,
SIS1E2_Q5,Secret Invasion,1,2,"In SI Ep 2, what historical Russian figure is seen in a painting inside the Skrull base, hinting at the timeline of the abandoned nuclear plant?","Konstantin Chernenko, the Soviet leader from 1984-1985, suggesting the plant was decommissioned just before the 1986 Chernobyl disaster.",,Y,,
SIS1E2_Q6,Secret Invasion,1,2,"In SI Ep 2, why is the specific year of James Rhodes' ""Eyes Only"" Skrull briefing highly significant for fan theories?","Rhodey says he learned about Skrulls 15 years ago (around 2010/2011). If Rhodey has been a Skrull since then, it would completely rewrite his emotional arc during Tony Stark's death in Avengers: Endgame.",,,Avengers: Endgame,Y
SIS1E2_Q7,Secret Invasion,1,2,"In SI Ep 2, what specific event does Rhodey remind Nick Fury of to explain the Skrulls' aggressive arrival on Earth?","Rhodey mentions the Skrulls crashing light-ships down to Earth, possibly retconning the mysterious spaceship splashdown seen in the ocean at the end of Avengers: Age of Ultron.",,,Avengers: Age of Ultron,Y
SIS1E2_Q8,Secret Invasion,1,2,"In SI Ep 2, what subtle color coordination reveals Priscilla Fury's true Skrull identity before she transforms?","Priscilla is seen chopping green vegetables while wearing a green top and drinking from green glassware, showing off the Skrulls' signature ""verdigris"" color palette.",,,,
SIS1E3_Q1,Secret Invasion,1,3,"In SI Ep 3, what is the comic book significance of the Skrull character ""Pagon""?","In the comics, Pagon is the Skrull who poses as Elektra and is killed by Echo; Pagon's autopsy is what officially exposes the Secret Invasion to the heroes.",Y,,,
SIS1E3_Q2,Secret Invasion,1,3,"In SI Ep 3, what real-world military base is targeted for the Skrull submarine hijacking?","HMNB Clyde, a real naval base in Scotland best known as the home of Britain's nuclear submarines.",,Y,,
SIS1E3_Q3,Secret Invasion,1,3,"In SI Ep 3, how does Gravik visually demonstrate his newly acquired Super Skrull powers during the parley with Talos?","After Talos stabs Gravik's hand with a knife, Gravik heals the wound instantly using the glowing orange Extremis technology (from Iron Man 3).",,,Iron Man 3,
